Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
Marisa DiGrande,us USA,MF,28-215,16.0,5,578.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.6,1.1,5.0,23.0,16.0,0.16,0.0,0.16,0.16,0.16,0.08,0.09,0.17,0.08,0.17,Matches,Racing Louisville,
Makenna Morris,us USA,"DF,FW",23-135,2.0,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,Racing Louisville,
Uchenna Kanu,ng NGA,"MF,FW",28-080,7.0,0,61.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,1.0,2.0,10.0,1.48,0.0,1.48,1.48,1.48,0.79,0.12,0.91,0.79,0.91,Matches,Racing Louisville,
Bethany Balcer,us USA,"FW,MF",28-185,5.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,Matches,Racing Louisville,
Elli Pikkujämsä,fi FIN,MF,25-319,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Racing Louisville,
Maddy Anderson,us USA,GK,23-198,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Jordan Baggett,us USA,MF,28-315,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Ángela Barón,co COL,DF,21-355,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Allie George,us USA,DF,22-167,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Avery Kalitta,,MF,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Maddie Pokorny,us USA,MF,28-288,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Cristina Roque,pr PUR,GK,23-306,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Katie Scott,us USA,MF,18-080,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Madison White,us USA,GK,24-085,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Racing Louisville,
Squad Total,,,27.5,19.0,209,1710.0,19.0,24.0,17.0,41.0,20.0,4.0,4.0,26.0,1.0,27.6,24.8,17.5,42.4,213.0,598.0,593.0,1.26,0.89,2.16,1.05,1.95,1.45,0.92,2.38,1.31,2.23,,Racing Louisville,
Opponent Total,,,27.0,19.0,209,1710.0,19.0,27.0,15.0,42.0,24.0,3.0,6.0,32.0,1.0,26.0,21.5,17.3,38.8,285.0,707.0,701.0,1.42,0.79,2.21,1.26,2.05,1.37,0.91,2.28,1.13,2.04,,Racing Louisville,
Emily Sonnett,us USA,DF,31-287,19.0,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.2,1.0,10.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Gotham FC,
Ann-Katrin Berger,de GER,GK,34-334,19.0,19,1707.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Gotham FC,
Jaelin Howell,us USA,MF,25-291,18.0,18,1619.0,18.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,2.6,2.6,0.4,3.0,26.0,67.0,44.0,0.17,0.0,0.17,0.17,0.17,0.14,0.02,0.16,0.14,0.16,Matches,Gotham FC,
Esther González,es ESP,"FW,MF",32-274,18.0,18,1583.0,17.6,12.0,0.0,12.0,10.0,2.0,2.0,2.0,0.0,7.6,6.2,1.8,8.0,25.0,52.0,91.0,0.68,0.0,0.68,0.57,0.57,0.43,0.1,0.54,0.35,0.45,Matches,Gotham FC,
Lilly Reale,us USA,DF,22-027,19.0,18,1583.0,17.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.9,2.1,34.0,83.0,52.0,0.06,0.06,0.11,0.06,0.11,0.07,0.05,0.12,0.07,0.12,Matches,Gotham FC,
Jess Carter,eng ENG,DF,27-316,16.0,16,1289.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.1,0.2,6.0,50.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Gotham FC,
Sarah Schupansky,us USA,MF,22-014,18.0,16,1227.0,13.6,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,4.2,5.1,10.0,36.0,57.0,0.07,0.37,0.44,0.07,0.44,0.07,0.31,0.38,0.07,0.38,Matches,Gotham FC,
Nealy Martin,us USA,"MF,DF",27-139,16.0,12,1060.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,3.0,30.0,12.0,0.0,0.08,0.08,0.0,0.08,0.02,0.04,0.06,0.02,0.06,Matches,Gotham FC,
Gabi Portilho,br BRA,"MF,FW",30-052,12.0,10,849.0,9.4,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,2.2,3.9,24.0,26.0,83.0,0.21,0.32,0.53,0.21,0.53,0.18,0.23,0.41,0.18,0.41,Matches,Gotham FC,
Geyse,br BRA,"FW,MF",27-165,15.0,10,771.0,8.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,1.9,1.9,1.0,2.9,24.0,19.0,51.0,0.23,0.23,0.47,0.23,0.47,0.22,0.12,0.34,0.22,0.34,Matches,Gotham FC,
Mandy Freeman,us USA,DF,30-169,15.0,9,934.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,9.0,41.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Gotham FC,
Bruninha,br BRA,"DF,MF",23-084,16.0,9,879.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,1.3,19.0,51.0,50.0,0.0,0.1,0.1,0.0,0.1,0.0,0.13,0.13,0.0,0.13,Matches,Gotham FC,
Taryn Torres,us USA,MF,26-138,15.0,8,762.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,0.9,6.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,Gotham FC,
Ella Stevens,us USA,MF,27-271,10.0,7,645.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.7,2.6,14.0,13.0,40.0,0.0,0.14,0.14,0.0,0.14,0.13,0.23,0.36,0.13,0.36,Matches,Gotham FC,
Rose Lavelle,us USA,MF,30-117,9.0,6,448.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.9,2.4,10.0,31.0,24.0,0.2,0.2,0.4,0.2,0.4,0.3,0.18,0.48,0.3,0.48,Matches,Gotham FC,
Margaret Purce,us USA,"MF,FW",29-355,13.0,4,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.5,20.0,13.0,37.0,0.0,0.2,0.2,0.0,0.2,0.09,0.2,0.29,0.09,0.29,Matches,Gotham FC,
Tierna Davidson,us USA,DF,26-355,3.0,3,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Gotham FC,
Katie Stengel,us USA,"FW,MF",33-191,6.0,2,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,9.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.43,0.07,0.5,0.43,0.5,Matches,Gotham FC,
Khyah Harper,us USA,"FW,MF",23-024,10.0,2,209.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,8.0,4.0,20.0,0.43,0.0,0.43,0.43,0.43,0.35,0.14,0.49,0.35,0.49,Matches,Gotham FC,
Josefine Hasbo,dk DEN,MF,23-292,3.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Gotham FC,
Jéssica Silva,pt POR,"MF,DF",30-271,3.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.76,0.76,Matches,Gotham FC,
Sofia Cook,us USA,"MF,FW",21-032,8.0,0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19,Matches,Gotham FC,
Mak Whitham,us USA,"MF,FW",15-043,6.0,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,Gotham FC,
Cecelia Kizer,us USA,MF,28-062,3.0,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Gotham FC,
Stella Nyamekye,gh GHA,MF,19-355,2.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Gotham FC,
Kayla Duran,,DF,,2.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Gotham FC,
Ryan Campbell,us USA,GK,23-174,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Gotham FC,
Michelle Betos,us USA,GK,37-200,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Gotham FC,
Emerson Elgin,us USA,DF,22-171,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Gotham FC,
Shelby Hogan,us USA,GK,27-121,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Gotham FC,
Tyler McCamey,us USA,MF,24-020,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Gotham FC,
Squad Total,,,28.1,19.0,209,1710.0,19.0,23.0,16.0,39.0,21.0,2.0,2.0,29.0,4.0,23.6,22.1,17.3,39.4,270.0,644.0,632.0,1.21,0.84,2.05,1.11,1.95,1.24,0.91,2.15,1.16,2.07,,Gotham FC,
Opponent Total,,,27.4,19.0,209,1710.0,19.0,15.0,10.0,25.0,13.0,2.0,2.0,29.0,0.0,20.4,18.9,14.2,33.1,226.0,491.0,482.0,0.79,0.53,1.32,0.68,1.21,1.07,0.74,1.82,1.0,1.74,,Gotham FC,
Kaleigh Kurtz,us USA,DF,27-364,,19,1710.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,1.0,55.0,1.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches,North Carolina Courage,19.0
Ryan Williams,us USA,"DF,MF",29-197,,19,1710.0,19.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,2.4,3.6,50.0,89.0,103.0,0.05,0.05,0.11,0.05,0.11,0.07,0.12,0.19,0.07,0.19,Matches,North Carolina Courage,19.0
Casey Murphy,us USA,GK,29-136,,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,North Carolina Courage,18.0
Manaka Matsukubo,jp JPN,"FW,MF",21-042,,17,1497.0,16.6,5.0,4.0,9.0,5.0,0.0,0.0,4.0,0.0,6.6,6.6,3.5,10.0,25.0,68.0,108.0,0.3,0.24,0.54,0.3,0.54,0.39,0.21,0.6,0.39,0.6,Matches,North Carolina Courage,19.0
Maycee Bell,us USA,DF,24-355,,16,1413.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.2,1.3,4.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,North Carolina Courage,17.0
Denise O'Sullivan,ie IRL,MF,31-216,,16,1395.0,15.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.1,1.7,17.0,72.0,36.0,0.0,0.13,0.13,0.0,0.13,0.04,0.07,0.11,0.04,0.11,Matches,North Carolina Courage,16.0
Riley Jackson,us USA,MF,19-280,,16,1333.0,14.8,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.2,0.7,1.7,2.4,5.0,79.0,21.0,0.14,0.0,0.14,0.07,0.07,0.15,0.11,0.26,0.05,0.16,Matches,North Carolina Courage,18.0
Ashley Sanchez,us USA,"FW,MF",26-176,,15,1222.0,13.6,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.4,2.4,3.1,5.5,28.0,61.0,81.0,0.15,0.07,0.22,0.15,0.22,0.18,0.23,0.41,0.18,0.41,Matches,North Carolina Courage,19.0
Jaedyn Shaw,us USA,"MF,FW",20-292,,10,1002.0,11.1,3.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,4.6,3.0,2.0,5.0,12.0,48.0,58.0,0.27,0.09,0.36,0.18,0.27,0.41,0.18,0.59,0.27,0.45,Matches,North Carolina Courage,19.0
Tyler Lussi,us USA,"FW,MF",30-225,,10,790.0,8.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.6,2.2,14.0,24.0,54.0,0.23,0.0,0.23,0.23,0.23,0.18,0.07,0.25,0.18,0.25,Matches,North Carolina Courage,14.0
Shinomi Koyama,jp JPN,"MF,FW",20-220,,9,819.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.7,2.7,2.0,4.7,4.0,38.0,36.0,0.0,0.11,0.11,0.0,0.11,0.29,0.22,0.51,0.29,0.51,Matches,North Carolina Courage,18.0
Malia Berkely,us USA,DF,27-207,,9,804.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.5,7.0,42.0,5.0,0.0,0.11,0.11,0.0,0.11,0.02,0.04,0.06,0.02,0.06,Matches,North Carolina Courage,11.0
Felicitas Rauch,de GER,"DF,MF",29-131,,8,671.0,7.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,2.6,3.4,6.0,15.0,28.0,0.27,0.13,0.4,0.27,0.4,0.11,0.35,0.46,0.11,0.46,Matches,North Carolina Courage,10.0
Talia Staude,us USA,DF,24-141,,7,661.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.4,5.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,North Carolina Courage,8.0
Brianna Pinto,us USA,"FW,MF",25-107,,5,505.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,0.3,1.9,1.0,7.0,19.0,0.36,0.0,0.36,0.36,0.36,0.29,0.06,0.35,0.29,0.35,Matches,North Carolina Courage,17.0
Hannah Betfort,us USA,FW,26-247,,4,492.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.4,2.1,10.0,8.0,36.0,0.18,0.0,0.18,0.18,0.18,0.32,0.08,0.39,0.32,0.39,Matches,North Carolina Courage,14.0
Cortnee Vine,au AUS,FW,27-152,,4,399.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.7,2.4,5.0,7.0,30.0,0.23,0.0,0.23,0.23,0.23,0.4,0.15,0.55,0.4,0.55,Matches,North Carolina Courage,11.0
Aline,br BRA,"FW,MF",20-063,,3,276.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.1,9.0,4.0,26.0,0.33,0.0,0.33,0.33,0.33,0.25,0.12,0.37,0.25,0.37,Matches,North Carolina Courage,10.0
Meredith Speck,us USA,"FW,DF",32-219,,2,240.0,2.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,5.0,8.0,38.0,0.0,0.75,0.75,0.0,0.75,0.02,0.29,0.31,0.02,0.31,Matches,North Carolina Courage,9.0
Dani Weatherholt,us USA,"MF,DF",31-175,,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,North Carolina Courage,6.0
Marisa Bova,us USA,GK,25-033,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,North Carolina Courage,1.0
Payton Linnehan,us USA,"FW,MF",24-167,,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,North Carolina Courage,2.0
Brooklyn Courtnall,ca CAN,"DF,FW",22-254,,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,North Carolina Courage,2.0
Katie Cappelletti,,GK,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,North Carolina Courage,0.0
Heather Macnab,,FW,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,North Carolina Courage,0.0
Charlotte Mclean,au AUS,DF,25-191,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,North Carolina Courage,0.0
Amber Nguyen,us USA,MF,23-194,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,North Carolina Courage,0.0
Squad Total,,,26.2,,209,1710.0,19.0,23.0,14.0,37.0,21.0,2.0,4.0,19.0,0.0,29.3,26.4,21.6,48.0,210.0,706.0,700.0,1.21,0.74,1.95,1.11,1.84,1.54,1.14,2.68,1.39,2.53,,North Carolina Courage,19.0
Opponent Total,,,27.3,,209,1710.0,19.0,29.0,21.0,50.0,28.0,1.0,1.0,20.0,1.0,24.6,23.9,18.7,42.6,241.0,572.0,562.0,1.53,1.11,2.63,1.47,2.58,1.3,0.99,2.28,1.26,2.24,,North Carolina Courage,19.0
Sarah Gorden,us USA,DF,32-360,,19,1643.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,13.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Angel City FC,19.0
Riley Tiernan,us USA,FW,22-298,,19,1641.0,18.2,8.0,1.0,9.0,8.0,0.0,0.0,4.0,0.0,3.4,3.4,2.0,5.4,35.0,35.0,83.0,0.44,0.05,0.49,0.44,0.49,0.18,0.11,0.29,0.18,0.29,Matches,Angel City FC,19.0
Kennedy Fuller,us USA,MF,18-183,,18,1483.0,16.5,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,4.9,18.0,69.0,50.0,0.18,0.18,0.36,0.18,0.36,0.18,0.12,0.3,0.18,0.3,Matches,Angel City FC,19.0
Alyssa Thompson,us USA,"FW,MF",20-305,,16,1393.0,15.5,6.0,2.0,8.0,5.0,1.0,2.0,3.0,0.0,4.9,3.5,3.3,6.8,52.0,36.0,124.0,0.39,0.13,0.52,0.32,0.45,0.32,0.22,0.53,0.22,0.44,Matches,Angel City FC,16.0
Alanna Kennedy,au AUS,"MF,DF",30-230,,16,1347.0,15.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.7,2.1,6.0,54.0,13.0,0.07,0.07,0.13,0.07,0.13,0.09,0.05,0.14,0.09,0.14,Matches,Angel City FC,16.0
Angelina Anderson,us USA,GK,24-170,,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Angel City FC,15.0
Mary Vignola,us USA,"DF,FW",27-209,,15,1285.0,14.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.6,2.2,24.0,60.0,37.0,0.07,0.14,0.21,0.07,0.21,0.11,0.04,0.15,0.11,0.15,Matches,Angel City FC,18.0
Gisele Thompson,us USA,"DF,FW",19-280,,14,1100.0,12.2,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.1,42.0,40.0,68.0,0.08,0.33,0.41,0.08,0.41,0.09,0.08,0.17,0.09,0.17,Matches,Angel City FC,16.0
Madison Hammond,us USA,MF,27-297,,8,857.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,4.0,45.0,14.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,Angel City FC,18.0
Megan Reid,us USA,DF,29-152,,8,789.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Angel City FC,15.0
